"meterID","date","use","temp"
"A",2016-08-15T04:00:00Z,0.64,68.21
"A",2016-08-15T05:00:00Z,0.64,68.14
"A",2016-08-15T06:00:00Z,0.31,68.49
"A",2016-08-15T07:00:00Z,0.07,74.24
"A",2016-08-15T08:00:00Z,0.06,79.85
"A",2016-08-15T09:00:00Z,0.07,86.72
"A",2016-08-15T10:00:00Z,0.07,93.52
"A",2016-08-15T11:00:00Z,0.07,95.13
"A",2016-08-15T12:00:00Z,0.07,95.98
"A",2016-08-15T13:00:00Z,0.06,95.84
"A",2016-08-15T14:00:00Z,0.07,89.43
"A",2016-08-15T15:00:00Z,0.09,88
"A",2016-08-15T16:00:00Z,0.1,86.5
"A",2016-08-15T17:00:00Z,0.07,82.85
"A",2016-08-15T18:00:00Z,0.08,79.74
"A",2016-08-15T19:00:00Z,0.33,79.92
"A",2016-08-15T20:00:00Z,0.65,74.92
"A",2016-08-15T21:00:00Z,0.65,76.05
"A",2016-08-15T22:00:00Z,0.64,73.95
"A",2016-08-15T23:00:00Z,0.64,71.1
"A",2016-08-16T00:00:00Z,0.65,72.49
"A",2016-08-16T01:00:00Z,0.65,69.93
"A",2016-08-16T02:00:00Z,NA,69.69
"A",2016-08-16T03:00:00Z,0.65,67.08
"A",2016-08-16T04:00:00Z,0.65,67.93
"A",2016-08-16T05:00:00Z,0.65,66.94
"A",2016-08-16T06:00:00Z,0.34,65.98
"A",2016-08-16T07:00:00Z,0.09,71.26
"A",2016-08-16T08:00:00Z,NA,75.51
"A",2016-08-16T09:00:00Z,0.07,81.52
"A",2016-08-16T10:00:00Z,0.07,87.38
"A",2016-08-16T11:00:00Z,NA,90.68
"A",2016-08-16T12:00:00Z,0.07,94.7
"A",2016-08-16T13:00:00Z,0.06,94.07
"A",2016-08-16T14:00:00Z,0.06,93.44
"A",2016-08-16T15:00:00Z,0.06,86.23
"A",2016-08-16T16:00:00Z,0.06,90.41
"A",2016-08-16T17:00:00Z,0.05,86.84
"A",2016-08-16T18:00:00Z,0.07,83
"A",2016-08-16T19:00:00Z,0.33,76.9
"A",2016-08-16T20:00:00Z,0.64,75.69
"A",2016-08-16T21:00:00Z,0.63,72.85
"A",2016-08-16T22:00:00Z,0.63,73.96
"A",2016-08-16T23:00:00Z,0.63,71.87
"A",2016-08-17T00:00:00Z,0.63,69.39
"A",2016-08-17T01:00:00Z,0.64,67.99
"A",2016-08-17T02:00:00Z,0.64,67.28
"A",2016-08-17T03:00:00Z,NA,66.38
"A",2016-08-17T04:00:00Z,0.64,66.25
"A",2016-08-17T05:00:00Z,0.64,64.81
"A",2016-08-17T06:00:00Z,NA,65.67
"A",2016-08-17T07:00:00Z,0.09,70.2
"A",2016-08-17T08:00:00Z,0.06,76.87
"A",2016-08-17T09:00:00Z,0.08,79.55
"A",2016-08-17T10:00:00Z,0.08,89.06
"A",2016-08-17T11:00:00Z,0.07,92.94
"A",2016-08-17T12:00:00Z,0.07,89.74
"A",2016-08-17T13:00:00Z,NA,87.04
"A",2016-08-17T14:00:00Z,NA,89.93
"A",2016-08-17T15:00:00Z,0.06,86.84
"A",2016-08-17T16:00:00Z,0.06,91.7
"A",2016-08-17T17:00:00Z,0.05,88.66
"A",2016-08-17T18:00:00Z,0.07,84.2
"A",2016-08-17T19:00:00Z,0.34,77.52
"A",2016-08-17T20:00:00Z,0.64,73.95
"A",2016-08-17T21:00:00Z,0.64,71.83
"A",2016-08-17T22:00:00Z,0.64,71.6
"A",2016-08-17T23:00:00Z,0.63,70.37
"A",2016-08-18T00:00:00Z,0.64,68.08
"A",2016-08-18T01:00:00Z,0.64,66.94
"A",2016-08-18T02:00:00Z,0.64,68.48
"A",2016-08-18T03:00:00Z,0.64,69.11
"A",2016-08-18T04:00:00Z,0.64,69.11
"A",2016-08-18T05:00:00Z,0.64,69.53
"A",2016-08-18T06:00:00Z,0.41,69.11
"A",2016-08-18T07:00:00Z,0.1,70.39
"A",2016-08-18T08:00:00Z,0.06,73.55
"A",2016-08-18T09:00:00Z,0.07,78.31
"A",2016-08-18T10:00:00Z,NA,82.96
"A",2016-08-18T11:00:00Z,0.07,85.73
"A",2016-08-18T12:00:00Z,0.07,84.1
"A",2016-08-18T13:00:00Z,0.07,85.95
"A",2016-08-18T14:00:00Z,0.06,83.76
"A",2016-08-18T15:00:00Z,0.06,84.23
"A",2016-08-18T16:00:00Z,0.07,80.85
"A",2016-08-18T17:00:00Z,0.06,78.89
"A",2016-08-18T18:00:00Z,0.07,76.04
"A",2016-08-18T19:00:00Z,0.36,72.51
"A",2016-08-18T20:00:00Z,0.64,71.03
"A",2016-08-18T21:00:00Z,0.63,69.96
"A",2016-08-18T22:00:00Z,0.63,68.91
"A",2016-08-18T23:00:00Z,0.62,67.58
"A",2016-08-19T00:00:00Z,NA,67.37
"A",2016-08-19T01:00:00Z,0.63,67.13
"A",2016-08-19T02:00:00Z,0.62,66.25
"A",2016-08-19T03:00:00Z,0.63,66.5
"A",2016-08-19T04:00:00Z,0.64,67.23
"A",2016-08-19T05:00:00Z,0.63,67.65
"A",2016-08-19T06:00:00Z,0.42,67.86
"A",2016-08-19T07:00:00Z,0.12,68.7
"A",2016-08-19T08:00:00Z,0.06,71.09
"A",2016-08-19T09:00:00Z,NA,77
"A",2016-08-19T10:00:00Z,0.07,80.47
"A",2016-08-19T11:00:00Z,0.06,85.32
"A",2016-08-19T12:00:00Z,0.07,83.54
"A",2016-08-19T13:00:00Z,NA,83.14
"A",2016-08-19T14:00:00Z,0.06,81.66
"A",2016-08-19T15:00:00Z,NA,81.66
"A",2016-08-19T16:00:00Z,0.07,80.15
"A",2016-08-19T17:00:00Z,0.06,77.12
"A",2016-08-19T18:00:00Z,0.08,74.17
"A",2016-08-19T19:00:00Z,0.36,70.29
"A",2016-08-19T20:00:00Z,0.63,68.36
"A",2016-08-19T21:00:00Z,0.63,67.32
"A",2016-08-19T22:00:00Z,0.63,66.96
"A",2016-08-19T23:00:00Z,NA,67.37
"A",2016-08-20T00:00:00Z,0.63,67.37
"A",2016-08-20T01:00:00Z,0.63,67.37
"A",2016-08-20T02:00:00Z,0.63,67.37
"A",2016-08-20T03:00:00Z,0.63,66.91
"A",2016-08-20T04:00:00Z,0.63,67.15
"A",2016-08-20T05:00:00Z,0.63,66.67
"A",2016-08-20T06:00:00Z,0.4,66.67
"A",2016-08-20T07:00:00Z,NA,67.15
"A",2016-08-20T08:00:00Z,0.05,70.08
"A",2016-08-20T09:00:00Z,NA,73.11
"A",2016-08-20T10:00:00Z,0.05,79.03
"A",2016-08-20T11:00:00Z,0.05,79.66
"A",2016-08-20T12:00:00Z,0.05,81.48
"A",2016-08-20T13:00:00Z,0.05,81.27
"A",2016-08-20T14:00:00Z,0.05,80.37
"A",2016-08-20T15:00:00Z,0.05,79.49
"A",2016-08-20T16:00:00Z,0.05,78.01
"A",2016-08-20T17:00:00Z,0.05,75.24
"A",2016-08-20T18:00:00Z,0.07,71.88
"A",2016-08-20T19:00:00Z,0.38,70.14
"A",2016-08-20T20:00:00Z,0.63,68.85
"A",2016-08-20T21:00:00Z,0.63,68.36
"A",2016-08-20T22:00:00Z,0.63,67.11
"A",2016-08-20T23:00:00Z,0.63,66.48
"A",2016-08-21T00:00:00Z,NA,66.48
"A",2016-08-21T01:00:00Z,0.63,65.7
"A",2016-08-21T02:00:00Z,0.62,65.15
"A",2016-08-21T03:00:00Z,0.63,65.09
"A",2016-08-21T04:00:00Z,0.63,64.23
"A",2016-08-21T05:00:00Z,0.63,64.3
"A",2016-08-21T06:00:00Z,0.38,64.82
"A",2016-08-21T07:00:00Z,0.09,66.26
"A",2016-08-21T08:00:00Z,0.05,68.86
"A",2016-08-21T09:00:00Z,0.05,74.36
"A",2016-08-21T10:00:00Z,0.05,79.49
"A",2016-08-21T11:00:00Z,0.05,82.06
"A",2016-08-21T12:00:00Z,0.05,82.91
"A",2016-08-21T13:00:00Z,NA,82.42
"A",2016-08-21T14:00:00Z,0.06,81.88
"A",2016-08-21T15:00:00Z,NA,82.46
"A",2016-08-21T16:00:00Z,NA,79.67
"A",2016-08-21T17:00:00Z,0.05,77.88
"A",2016-08-21T18:00:00Z,0.07,74.12
"A",2016-08-21T19:00:00Z,0.38,71.72
"A",2016-08-21T20:00:00Z,0.63,69.8
"A",2016-08-21T21:00:00Z,0.63,68.78
"A",2016-08-21T22:00:00Z,0.63,67.95
"A",2016-08-21T23:00:00Z,NA,66.69
"A",2016-08-22T00:00:00Z,0.63,66.47
"A",2016-08-22T01:00:00Z,0.63,66.26
"A",2016-08-22T02:00:00Z,0.63,66.04
"A",2016-08-22T03:00:00Z,0.63,66.04
"A",2016-08-22T04:00:00Z,0.63,65.86
"A",2016-08-22T05:00:00Z,0.63,65.86
"A",2016-08-22T06:00:00Z,0.4,65.88
"A",2016-08-22T07:00:00Z,0.09,66.88
"A",2016-08-22T08:00:00Z,0.06,69.75
"A",2016-08-22T09:00:00Z,0.06,75.89
"A",2016-08-22T10:00:00Z,0.06,78.62
"A",2016-08-22T11:00:00Z,0.06,80.7
"A",2016-08-22T12:00:00Z,NA,82.2
"A",2016-08-22T13:00:00Z,0.06,84.03
"A",2016-08-22T14:00:00Z,0.06,81.81
"A",2016-08-22T15:00:00Z,0.06,80.69
"A",2016-08-22T16:00:00Z,0.07,78.87
"A",2016-08-22T17:00:00Z,0.06,75.38
"A",2016-08-22T18:00:00Z,0.08,73.18
"A",2016-08-22T19:00:00Z,0.38,68.99
"A",2016-08-22T20:00:00Z,0.63,68.37
"A",2016-08-22T21:00:00Z,0.63,65.78
"A",2016-08-22T22:00:00Z,0.63,64.97
"A",2016-08-22T23:00:00Z,0.63,64.56
"A",2016-08-23T00:00:00Z,0.63,63.25
"A",2016-08-23T01:00:00Z,0.63,63.23
"A",2016-08-23T02:00:00Z,0.63,62.65
"A",2016-08-23T03:00:00Z,0.63,61.49
"A",2016-08-23T04:00:00Z,0.64,61.56
"A",2016-08-23T05:00:00Z,0.63,60.4
"A",2016-08-23T06:00:00Z,0.37,59.79
"A",2016-08-23T07:00:00Z,0.09,63.84
"A",2016-08-23T08:00:00Z,0.06,67.57
"A",2016-08-23T09:00:00Z,0.06,70.68
"A",2016-08-23T10:00:00Z,0.07,74.62
"A",2016-08-23T11:00:00Z,0.06,78.23
"A",2016-08-23T12:00:00Z,0.07,80.34
"A",2016-08-23T13:00:00Z,0.06,81.66
"A",2016-08-23T14:00:00Z,0.06,80.92
"A",2016-08-23T15:00:00Z,0.06,81
"A",2016-08-23T16:00:00Z,0.06,79.74
"A",2016-08-23T17:00:00Z,0.06,77.3
"A",2016-08-23T18:00:00Z,0.08,73.23
"A",2016-08-23T19:00:00Z,0.4,69.8
"A",2016-08-23T20:00:00Z,0.63,67.95
"A",2016-08-23T21:00:00Z,0.63,66.9
"A",2016-08-23T22:00:00Z,0.63,66.48
"A",2016-08-23T23:00:00Z,0.63,65.91
"A",2016-08-24T00:00:00Z,0.63,65.55
"A",2016-08-24T01:00:00Z,0.63,64.83
"A",2016-08-24T02:00:00Z,0.63,64.98
"A",2016-08-24T03:00:00Z,0.63,64.3
"A",2016-08-24T04:00:00Z,0.63,64.64
"A",2016-08-24T05:00:00Z,0.63,65.45
"A",2016-08-24T06:00:00Z,0.45,65.67
"A",2016-08-24T07:00:00Z,0.13,66.67
"A",2016-08-24T08:00:00Z,0.05,69.14
"A",2016-08-24T09:00:00Z,0.06,72.09
"A",2016-08-24T10:00:00Z,0.07,79.14
"A",2016-08-24T11:00:00Z,0.06,83.35
"A",2016-08-24T12:00:00Z,0.07,82.82
"A",2016-08-24T13:00:00Z,0.06,83.53
"A",2016-08-24T14:00:00Z,0.06,83.94
"A",2016-08-24T15:00:00Z,0.06,82.02
"A",2016-08-24T16:00:00Z,0.05,79.26
"A",2016-08-24T17:00:00Z,0.05,76.49
"A",2016-08-24T18:00:00Z,0.08,73.72
"A",2016-08-24T19:00:00Z,0.4,70.5
"A",2016-08-24T20:00:00Z,0.63,68.99
"A",2016-08-24T21:00:00Z,0.63,68.36
"A",2016-08-24T22:00:00Z,0.63,67.94
"A",2016-08-24T23:00:00Z,0.63,66.55
"A",2016-08-25T00:00:00Z,0.63,67.05
"A",2016-08-25T01:00:00Z,0.63,66.78
"A",2016-08-25T02:00:00Z,0.63,66.67
"A",2016-08-25T03:00:00Z,0.63,66.5
"A",2016-08-25T04:00:00Z,0.63,66.71
"A",2016-08-25T05:00:00Z,0.63,66.41
"A",2016-08-25T06:00:00Z,0.45,66.23
"A",2016-08-25T07:00:00Z,0.13,66.89
"A",2016-08-25T08:00:00Z,0.06,69.23
"A",2016-08-25T09:00:00Z,0.07,72.2
"A",2016-08-25T10:00:00Z,0.06,76.49
"A",2016-08-25T11:00:00Z,0.06,78.01
"A",2016-08-25T12:00:00Z,0.07,79.95
"A",2016-08-25T13:00:00Z,0.06,78.82
"A",2016-08-25T14:00:00Z,0.06,77.53
"A",2016-08-25T15:00:00Z,0.06,75.87
"A",2016-08-25T16:00:00Z,0.06,76.48
"A",2016-08-25T17:00:00Z,0.06,72.65
"A",2016-08-25T18:00:00Z,0.08,69.63
"A",2016-08-25T19:00:00Z,0.41,66.63
"A",2016-08-25T20:00:00Z,0.64,67.08
"A",2016-08-25T21:00:00Z,0.63,63.67
"A",2016-08-25T22:00:00Z,0.63,63.67
"A",2016-08-25T23:00:00Z,0.63,64.56
"A",2016-08-26T00:00:00Z,0.63,64.56
"A",2016-08-26T01:00:00Z,0.63,64.56
"A",2016-08-26T02:00:00Z,0.63,64.56
"A",2016-08-26T03:00:00Z,0.63,64.56
"A",2016-08-26T04:00:00Z,0.63,64.56
"A",2016-08-26T05:00:00Z,0.63,64.56
"A",2016-08-26T06:00:00Z,0.5,64.56
"A",2016-08-26T07:00:00Z,0.19,64.56
"A",2016-08-26T08:00:00Z,0.09,65.48
"A",2016-08-26T09:00:00Z,0.07,67.52
"A",2016-08-26T10:00:00Z,0.07,73.24
"A",2016-08-26T11:00:00Z,0.07,73.21
"A",2016-08-26T12:00:00Z,0.06,76.49
"A",2016-08-26T13:00:00Z,0.06,76.9
"A",2016-08-26T14:00:00Z,0.06,75.46
"A",2016-08-26T15:00:00Z,0.05,74.84
"A",2016-08-26T16:00:00Z,0.05,72.51
"A",2016-08-26T17:00:00Z,0.06,71.18
"A",2016-08-26T18:00:00Z,0.08,67.74
"A",2016-08-26T19:00:00Z,NA,68.45
"A",2016-08-26T20:00:00Z,0.63,67.08
"A",2016-08-26T21:00:00Z,0.63,64.78
"A",2016-08-26T22:00:00Z,0.63,64.97
"A",2016-08-26T23:00:00Z,0.63,64.97
"A",2016-08-27T00:00:00Z,0.63,65.15
"A",2016-08-27T01:00:00Z,0.63,64.97
"A",2016-08-27T02:00:00Z,0.63,65.15
"A",2016-08-27T03:00:00Z,0.63,64.97
"A",2016-08-27T04:00:00Z,0.63,64.97
"A",2016-08-27T05:00:00Z,0.63,64.97
"A",2016-08-27T06:00:00Z,0.52,65.45
"A",2016-08-27T07:00:00Z,0.2,65.15
"A",2016-08-27T08:00:00Z,0.11,66.26
"A",2016-08-27T09:00:00Z,0.05,66.67
"A",2016-08-27T10:00:00Z,0.06,68.48
"A",2016-08-27T11:00:00Z,0.05,73.27
"A",2016-08-27T12:00:00Z,NA,75.2
"A",2016-08-27T13:00:00Z,0.05,76.86
"A",2016-08-27T14:00:00Z,0.05,79.02
"A",2016-08-27T15:00:00Z,0.05,74.75
"A",2016-08-27T16:00:00Z,0.06,73.94
"A",2016-08-27T17:00:00Z,0.06,71.39
"A",2016-08-27T18:00:00Z,0.07,68.99
"A",2016-08-27T19:00:00Z,0.42,69.73
"A",2016-08-27T20:00:00Z,0.63,66.48
"A",2016-08-27T21:00:00Z,0.63,66.26
"A",2016-08-27T22:00:00Z,0.63,65.36
"A",2016-08-27T23:00:00Z,NA,64.74
"A",2016-08-28T00:00:00Z,NA,64.53
"A",2016-08-28T01:00:00Z,0.63,64.09
"A",2016-08-28T02:00:00Z,0.63,63.63
"A",2016-08-28T03:00:00Z,0.63,63.55
"A",2016-08-28T04:00:00Z,0.63,63.63
"A",2016-08-28T05:00:00Z,0.63,64.33
"A",2016-08-28T06:00:00Z,0.44,64.52
"A",2016-08-28T07:00:00Z,0.13,66.47
"A",2016-08-28T08:00:00Z,0.05,68.62
"A",2016-08-28T09:00:00Z,0.05,72.83
"A",2016-08-28T10:00:00Z,0.05,77.38
"A",2016-08-28T11:00:00Z,0.05,79.03
"A",2016-08-28T12:00:00Z,0.05,80.51
"A",2016-08-28T13:00:00Z,0.05,79.88
"A",2016-08-28T14:00:00Z,0.05,79.47
"A",2016-08-28T15:00:00Z,0.05,78.63
"A",2016-08-28T16:00:00Z,0.05,77.3
"A",2016-08-28T17:00:00Z,0.05,75.6
"A",2016-08-28T18:00:00Z,0.08,72.91
"A",2016-08-28T19:00:00Z,0.43,70.68
"A",2016-08-28T20:00:00Z,0.62,69.17
"A",2016-08-28T21:00:00Z,0.61,68.34
"A",2016-08-28T22:00:00Z,0.61,67.65
"A",2016-08-28T23:00:00Z,0.61,67.37
"A",2016-08-29T00:00:00Z,0.62,66.89
"A",2016-08-29T01:00:00Z,0.61,66.51
"A",2016-08-29T02:00:00Z,0.61,65.6
"A",2016-08-29T03:00:00Z,0.62,65.8
"A",2016-08-29T04:00:00Z,0.62,65.62
"A",2016-08-29T05:00:00Z,0.61,64.82
"A",2016-08-29T06:00:00Z,0.45,64.82
"A",2016-08-29T07:00:00Z,0.12,67.33
"A",2016-08-29T08:00:00Z,0.06,68.15
"A",2016-08-29T09:00:00Z,0.07,73.55
"A",2016-08-29T10:00:00Z,0.07,79.22
"A",2016-08-29T11:00:00Z,0.07,82.02
"A",2016-08-29T12:00:00Z,0.07,84.82
"A",2016-08-29T13:00:00Z,NA,84.75
"A",2016-08-29T14:00:00Z,0.07,83.94
"A",2016-08-29T15:00:00Z,0.07,82.51
"A",2016-08-29T16:00:00Z,0.06,80.37
"A",2016-08-29T17:00:00Z,0.06,79.83
"A",2016-08-29T18:00:00Z,0.08,75.49
"A",2016-08-29T19:00:00Z,NA,72.64
"A",2016-08-29T20:00:00Z,0.62,71.31
"A",2016-08-29T21:00:00Z,0.62,70.2
"A",2016-08-29T22:00:00Z,0.61,68.49
"A",2016-08-29T23:00:00Z,0.62,68.25
"A",2016-08-30T00:00:00Z,0.62,67.74
"A",2016-08-30T01:00:00Z,0.62,67.11
"A",2016-08-30T02:00:00Z,0.62,66.89
"A",2016-08-30T03:00:00Z,NA,66.47
"A",2016-08-30T04:00:00Z,0.62,66.68
"A",2016-08-30T05:00:00Z,0.62,66.89
"A",2016-08-30T06:00:00Z,0.47,66.97
"A",2016-08-30T07:00:00Z,0.11,67.49
"A",2016-08-30T08:00:00Z,0.06,72.87
"A",2016-08-30T09:00:00Z,NA,78.66
"A",2016-08-30T10:00:00Z,0.07,83.8
"A",2016-08-30T11:00:00Z,0.07,84.84
"A",2016-08-30T12:00:00Z,0.07,84.61
"A",2016-08-30T13:00:00Z,0.06,83.54
"A",2016-08-30T14:00:00Z,0.07,82.91
"A",2016-08-30T15:00:00Z,0.06,82.96
"A",2016-08-30T16:00:00Z,0.06,82.37
"A",2016-08-30T17:00:00Z,0.05,78.82
"A",2016-08-30T18:00:00Z,0.08,74.75
"A",2016-08-30T19:00:00Z,0.45,71.62
"A",2016-08-30T20:00:00Z,0.62,70.14
"A",2016-08-30T21:00:00Z,0.62,69.66
"A",2016-08-30T22:00:00Z,0.62,68.2
"A",2016-08-30T23:00:00Z,0.62,67.94
"A",2016-08-31T00:00:00Z,0.62,67.51
"A",2016-08-31T01:00:00Z,0.61,66.02
"A",2016-08-31T02:00:00Z,0.62,66.05
"A",2016-08-31T03:00:00Z,NA,64.74
"A",2016-08-31T04:00:00Z,0.62,65.15
"A",2016-08-31T05:00:00Z,0.62,64.56
"A",2016-08-31T06:00:00Z,0.4,63.86
"A",2016-08-31T07:00:00Z,0.11,66.27
"A",2016-08-31T08:00:00Z,0.07,70.81
"A",2016-08-31T09:00:00Z,0.07,76.93
"A",2016-08-31T10:00:00Z,0.07,83.57
"A",2016-08-31T11:00:00Z,0.07,85.46
"A",2016-08-31T12:00:00Z,0.07,85.86
"A",2016-08-31T13:00:00Z,0.08,84.29
"A",2016-08-31T14:00:00Z,0.07,83.36
"A",2016-08-31T15:00:00Z,0.07,82.77
"A",2016-08-31T16:00:00Z,0.07,81.88
"A",2016-08-31T17:00:00Z,0.06,79.03
"A",2016-08-31T18:00:00Z,0.08,75.6
"A",2016-08-31T19:00:00Z,0.46,72.65
"A",2016-08-31T20:00:00Z,0.62,69.87
"A",2016-08-31T21:00:00Z,0.62,69.43
"A",2016-08-31T22:00:00Z,0.61,68.57
"A",2016-08-31T23:00:00Z,0.61,68.58
"A",2016-09-01T00:00:00Z,0.68,67.87
"A",2016-09-01T01:00:00Z,0.68,67.14
"A",2016-09-01T02:00:00Z,0.68,67.34
"A",2016-09-01T03:00:00Z,0.68,66.63
"A",2016-09-01T04:00:00Z,0.68,66.84
"A",2016-09-01T05:00:00Z,0.68,66.49
"A",2016-09-01T06:00:00Z,0.53,66.5
"A",2016-09-01T07:00:00Z,0.17,67.88
"A",2016-09-01T08:00:00Z,0.09,69.54
"A",2016-09-01T09:00:00Z,0.07,72.1
"A",2016-09-01T10:00:00Z,0.07,77.77
"A",2016-09-01T11:00:00Z,0.06,78.29
"A",2016-09-01T12:00:00Z,0.06,78.94
"A",2016-09-01T13:00:00Z,0.06,80
"A",2016-09-01T14:00:00Z,0.07,79.19
"A",2016-09-01T15:00:00Z,0.07,78.19
"A",2016-09-01T16:00:00Z,0.05,76.03
"A",2016-09-01T17:00:00Z,NA,74.45
"A",2016-09-01T18:00:00Z,0.11,68.82
"A",2016-09-01T19:00:00Z,0.53,66.05
"A",2016-09-01T20:00:00Z,0.7,64.77
"A",2016-09-01T21:00:00Z,0.69,64.11
"A",2016-09-01T22:00:00Z,0.7,63.91
"A",2016-09-01T23:00:00Z,0.69,63.53
"A",2016-09-02T00:00:00Z,0.69,63.91
"A",2016-09-02T01:00:00Z,0.69,63.91
"A",2016-09-02T02:00:00Z,0.69,63.8
"A",2016-09-02T03:00:00Z,NA,63.71
"A",2016-09-02T04:00:00Z,0.69,63.89
"A",2016-09-02T05:00:00Z,0.69,64.16
"A",2016-09-02T06:00:00Z,0.56,63.93
"A",2016-09-02T07:00:00Z,0.2,64.16
"A",2016-09-02T08:00:00Z,0.08,65.66
"A",2016-09-02T09:00:00Z,0.07,68.33
"A",2016-09-02T10:00:00Z,0.07,72.47
"A",2016-09-02T11:00:00Z,0.07,75.77
"A",2016-09-02T12:00:00Z,0.07,77.23
"A",2016-09-02T13:00:00Z,0.06,78.76
"A",2016-09-02T14:00:00Z,NA,77.22
"A",2016-09-02T15:00:00Z,0.07,76.16
"A",2016-09-02T16:00:00Z,0.06,74.71
"A",2016-09-02T17:00:00Z,0.07,71.98
"A",2016-09-02T18:00:00Z,0.1,68.35
"A",2016-09-02T19:00:00Z,0.53,65.58
"A",2016-09-02T20:00:00Z,0.69,64.77
"A",2016-09-02T21:00:00Z,0.69,64.31
"A",2016-09-02T22:00:00Z,0.69,64.9
"A",2016-09-02T23:00:00Z,0.69,65.34
"A",2016-09-03T00:00:00Z,0.69,65.23
"A",2016-09-03T01:00:00Z,0.69,65.23
"A",2016-09-03T02:00:00Z,0.68,64.77
"A",2016-09-03T03:00:00Z,0.69,63.91
"A",2016-09-03T04:00:00Z,0.69,63.91
"A",2016-09-03T05:00:00Z,0.69,63.7
"A",2016-09-03T06:00:00Z,0.57,63.7
"A",2016-09-03T07:00:00Z,0.17,63.7
"A",2016-09-03T08:00:00Z,0.08,64.45
"A",2016-09-03T09:00:00Z,0.05,66.47
"A",2016-09-03T10:00:00Z,0.05,70.52
"A",2016-09-03T11:00:00Z,0.05,73.76
"A",2016-09-03T12:00:00Z,0.05,74.24
"A",2016-09-03T13:00:00Z,0.05,73.89
"A",2016-09-03T14:00:00Z,0.05,72.18
"A",2016-09-03T15:00:00Z,NA,71.72
"A",2016-09-03T16:00:00Z,0.05,73.01
"A",2016-09-03T17:00:00Z,0.07,68.48
"A",2016-09-03T18:00:00Z,0.11,64.51
"A",2016-09-03T19:00:00Z,0.53,62.25
"A",2016-09-03T20:00:00Z,NA,62.71
"A",2016-09-03T21:00:00Z,0.68,63.1
"A",2016-09-03T22:00:00Z,0.68,63.1
"A",2016-09-03T23:00:00Z,0.68,63.1
"A",2016-09-04T00:00:00Z,0.68,63.31
"A",2016-09-04T01:00:00Z,0.68,63.56
"A",2016-09-04T02:00:00Z,0.67,63.1
"A",2016-09-04T03:00:00Z,0.68,63.1
"A",2016-09-04T04:00:00Z,0.68,63.1
"A",2016-09-04T05:00:00Z,0.68,63.1
"A",2016-09-04T06:00:00Z,0.51,63.77
"A",2016-09-04T07:00:00Z,0.13,64.89
"A",2016-09-04T08:00:00Z,0.05,66.68
"A",2016-09-04T09:00:00Z,0.05,69.26
"A",2016-09-04T10:00:00Z,0.05,71.84
"A",2016-09-04T11:00:00Z,0.05,74.95
"A",2016-09-04T12:00:00Z,NA,75.3
"A",2016-09-04T13:00:00Z,NA,74.7
"A",2016-09-04T14:00:00Z,0.05,73.43
"A",2016-09-04T15:00:00Z,0.05,72.83
"A",2016-09-04T16:00:00Z,0.05,72.44
"A",2016-09-04T17:00:00Z,0.06,73.19
"A",2016-09-04T18:00:00Z,0.1,70.67
"A",2016-09-04T19:00:00Z,0.54,67.98
"A",2016-09-04T20:00:00Z,0.68,66.36
"A",2016-09-04T21:00:00Z,0.68,64.17
"A",2016-09-04T22:00:00Z,0.68,64.4
"A",2016-09-04T23:00:00Z,0.68,64.85
"A",2016-09-05T00:00:00Z,0.68,64.17
"A",2016-09-05T01:00:00Z,0.68,63.99
"A",2016-09-05T02:00:00Z,0.68,63.53
"A",2016-09-05T03:00:00Z,0.68,62.91
"A",2016-09-05T04:00:00Z,0.68,63.1
"A",2016-09-05T05:00:00Z,0.67,62.71
"A",2016-09-05T06:00:00Z,0.49,63.4
"A",2016-09-05T07:00:00Z,NA,64.58
"A",2016-09-05T08:00:00Z,0.05,67.13
"A",2016-09-05T09:00:00Z,0.05,69.93
"A",2016-09-05T10:00:00Z,0.06,74.19
"A",2016-09-05T11:00:00Z,0.05,75.68
"A",2016-09-05T12:00:00Z,0.05,74.96
"A",2016-09-05T13:00:00Z,0.06,73.51
"A",2016-09-05T14:00:00Z,0.06,74.96
"A",2016-09-05T15:00:00Z,0.06,74.57
"A",2016-09-05T16:00:00Z,0.06,72.65
"A",2016-09-05T17:00:00Z,0.06,69.67
"A",2016-09-05T18:00:00Z,NA,69.31
"A",2016-09-05T19:00:00Z,0.55,67.77
"A",2016-09-05T20:00:00Z,0.68,66.36
"A",2016-09-05T21:00:00Z,0.68,63.33
"A",2016-09-05T22:00:00Z,0.68,61.61
"A",2016-09-05T23:00:00Z,NA,60.8
"A",2016-09-06T00:00:00Z,0.68,60.79
"A",2016-09-06T01:00:00Z,0.68,60.1
"A",2016-09-06T02:00:00Z,0.68,60.3
"A",2016-09-06T03:00:00Z,0.68,59.36
"A",2016-09-06T04:00:00Z,0.68,58.11
"A",2016-09-06T05:00:00Z,0.68,57.4
"A",2016-09-06T06:00:00Z,0.44,58.11
"A",2016-09-06T07:00:00Z,0.11,62.44
"A",2016-09-06T08:00:00Z,0.07,66.55
"A",2016-09-06T09:00:00Z,0.07,70.78
"A",2016-09-06T10:00:00Z,0.07,74.36
"A",2016-09-06T11:00:00Z,0.08,77.01
"A",2016-09-06T12:00:00Z,NA,77.23
"A",2016-09-06T13:00:00Z,0.07,78.81
"A",2016-09-06T14:00:00Z,0.07,79.68
